Name,Url,DataSource,ExtractedDate,Firm_,Phone,Fax,Address,Contact,Position,Mobile_No_,PostalAddress,Email,Conditions,Maintenance_and_General_Works_Group,Traffic_Management_Services_contract_Groups,PrequalificationCategories,Letter,ABN_Found,ABNStatus,YearsInOperation,RegisteredDate,EntityType,RegisteredName,State
Stowe Australia Pty Limited,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/00658b5287c28cacca2585c400038432?OpenDocument,Fresh,21/01/2026 16:06,Stowe Australia Pty Limited,03 9695 2333,03 9695 2399,"115-119 Salmon Street, PORT MELBOURNE VIC 3207",Mr Jim Thompson,Operations Manager,0412 803 824,"""As Above"", &nbsp",Jim.thompson@stoweaustralia.com.au,,,"Traffic Control Systems Supply & Maintenance; a: SCTV- Closed Circuit Television, SCTV - Communications, STCE - Traffic Control Equipment, STCE 2 - Traffic Control Equipment 2","SCTV, STCE",S,,,,,,,
Streamline Research Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/5044dcca355c122eca257bbb002662a4?OpenDocument,Fresh,21/01/2026 16:06,Streamline Research Pty Ltd,(03) 9439 7785,(03) 9439 7339,"83 Orchard Avenue, Eltham North, VIC 3095",Mr John McGuckin,Director / Principal Scientist,,"""As Above"", &nbsp",jmcguckin@streamresearch.net,,,,"AFF, E-AFF",S,,,,,,,
Streetworks Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/91249bf70de5520bca256d0b001721bd?OpenDocument,Fresh,21/01/2026 16:06,Streetworks Pty Ltd,(03) 9705 0222,(03) 9705 0333,"45 Commercial Drive, PAKENHAM VIC 3810",Mr John Ahern,Director,,"PO Box 98, PAKENHAM VIC 3810&nbsp",streetworks@streetworks.com.au,,,,"F050, R2",S,,,,,,,
StrucSure Consulting**,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/16a14099efbf758dca25874b00816234?OpenDocument,Fresh,21/01/2026 16:06,StrucSure Pty Ltd,,,"2 Glen Orme Avenue, MCKINNON VIC 3204",Mr Paul Holles,Director,0439 036 442,"""As Above"", &nbsp",paulh@strucsure.com.au,,,,"SS, STRUCTURES-SIMPLE",S,,,,,,,
St. Quentin Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/bbca05ef5e36d12dca25772f00225d4a?OpenDocument,Fresh,21/01/2026 16:06,St. Quentin Pty Ltd,(03) 5201 1811,(03) 5229 2909,"51 little Fyans Street, South GEELONG VIC 3220",Mr David Bolton,Engineering Manager,0476 904 494,"PO Box 919, GEELONG VIC 3220&nbsp",david@stqc.com.au,,,,"ROAD, RR",S,,,,,,,
Summerhill Maintenance Services Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/1a32242015061c8fca25754500220867?OpenDocument,Fresh,21/01/2026 16:06,Summerhill Maintenance Services Pty Ltd,03 9708 2402,(03) 9708 2231,"37 -39 Access Way, CARRUM DOWNS VIC 3201",Mr Peder Haugen,Director,0407 754 917,"""As Above"", &nbsp",peder@summerhillservices.com.au,,"General Works: Guardfence (G2-GF), Noise Wall (G2-NW), Sign Erection-Major (G2-SE)",,"ERECTION-MAJOR, GF, NW, SE, SIGN, WALL",S,,,,,,,
Supalux Linemarking Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/94b63360bb962b55ca257d2a00055767?OpenDocument,Fresh,21/01/2026 16:06,Supalux Linemarking Pty Ltd,(03) 9820 0207,(03) 9820 0307,"55 Assembly Drive, DANDENONG SOUTH VIC 3175",Mr John Mould,Contracts Manager,0407 023 178,"PO BOX 158, DOVETON VIC 3177&nbsp",info@supalux.com.au,,General Works: Linemarking (G2-LM),,LM,S,,,,,,,
Super Gardens**,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/e69f251163830060ca257bb30003db1b?OpenDocument,Fresh,21/01/2026 16:06,Super Gardens Pty Ltd,(03) 9561 2333,(03) 9561 2277,"27 Glenvale Crescent , MULGRAVE, VIC 3170",Mr Andrew Grasby,Director,0419 311 066,"P O BOX 682, MULGRAVE, VIC 3170&nbsp",admin@supergardens.com.au,,"General Works: General Works-Minor (G1), Grass Cutting (G2-GC), Landscaping (G2-LS)",,"GC, LS, WORKS-MINOR",S,,,,,,,
SuperSealing**,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/d708335b8951f307ca25759b0025f526?OpenDocument,Fresh,21/01/2026 16:06,SuperSealing Pty Ltd,(03) 9801 1622,1300 664 727,"18 Wadhurst Drive, BORONIA VIC 3155",Mr Ben Reiter,CEO,0402 041 908,"PO BOX 2284 , BAYSWATER VIC 3153&nbsp",supersealing@supersealing.com.au,,"Maintenance: Maintenance Roadsides (M2-RW), Maintenance Works-Minor (M1); General Works: General Works-Minor (G1)",,"M1, M2-RW, RW, WORKS-MINOR",S,,,,,,,
Sure Constructions (Vic) Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/d6fb7b6315ffbba1ca256f3200080f36?OpenDocument,Fresh,21/01/2026 16:06,Sure Constructions (Vic) Pty Ltd,(03) 5623 4053,(03) 5622 3372,"9 Burke Street, WARRAGUL VIC 3820",Mr Mario Monacella,General Manager,0409 259 963,"PO Box 350, WARRAGUL VIC 3820&nbsp",info@sureconstructions.com.au,,"Maintenance: Maintenance Bridges (M2-BW), Maintenance Pavements (M2-PW), Maintenance Roadsides (M2-RW)",,"BW, F015, M2-BW, M2-PW, M2-RW, PW, R2, RW",S,,,,,,,
Swan Hill Rural City Council,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/b27223788e47c3adca257b08000921db?OpenDocument,Fresh,21/01/2026 16:06,Swan Hill Rural City Council,(03) 5036 2517,(03) 5036  9669,"45 Splatt Street, Swan Hill, VIC 3583",Mr Dallas Free,Works Manager,0419 754 181,"P O Box 488, Swan Hill, VIC 3585&nbsp",council@swanhill.vic.gov.au,,,,,S,,,,,,,
SWEETT (AUSTRALIA) PTY LTD,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/a26a24d86b1732ebca257c630017c375?OpenDocument,Fresh,21/01/2026 16:06,SWEETT (AUSTRALIA) PTY LTD,(03) 9691 0000,(03) 9691 0001,"Level 2, 179 Queen Street, Melbourne, VIC 3000",Mr Ray Bongiomo,Director,0408 518 655,"""As Above"", &nbsp",ray.bongiomo@sweettgroup.com,,,,PSAD,S,,,,,,,
Symal Infrastructure Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/2ed9427292531f20ca2585ce000c121b?OpenDocument,Fresh,21/01/2026 16:06,Symal Infrastructure Pty Ltd,03 9391 8800,,"C/- Pitcher Partners, Level 13, 664 Collins Street, DOCKLANDS VIC 3008",Ms Sandra Costanzo,Company Secretary,1800314659,"208-210 Hall Street, SPOTSWOOD VIC 3015 &nbsp",info@symal.com.au,,,,"B3, F150+, R4",S,,,,,,,
Symon Bros Constructions VIC Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/25bf244dd6ef3f7fca256d0b001723ec?OpenDocument,Fresh,21/01/2026 16:06,Symon Bros Constructions VIC Pty Ltd,(03) 9460 2888,(03) 9460 5436,"146-150 Mahoneys Road, THOMASTOWN VIC 3074",Mr Patrick Simonelli,Manager,0418 557 859,"PO BOX 218, THOMASTOWN VIC 3074&nbsp",patrick@symonbros.com.au,,,,"B1, F100, R2",S,,,,,,,
Synergy Traffic Management Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/231cd7329052f727ca2583fc007daff4?OpenDocument,Fresh,21/01/2026 16:06,Synergy Traffic Management Pty Ltd,1300 884 678,,"13 Kialla Lakes Drive,, KIALLA VIC 3631",Mr Dylan King,Supervisor,0447 929 525,"PO Box 506, SHEPPARTON VIC 3632&nbsp",admin@synergytrafficman.com.au,,,,,S,,,,,,,
Szabolics Construction Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/85590328efb7a538ca257eec001be815?OpenDocument,Fresh,21/01/2026 16:06,Szabolics Construction Pty Ltd,0418 698 859,(02) 6059 3364,"29 Barton Street, WEST WODONGA VIC 3690",Mr Walter Szabolics,Director,0418 698 859,"29 Barton Street, WODONGA VIC 3690&nbsp",wally@szabolicsconstruction.com,,,,"F005, R1",S,,,,,,,
S&amp;R Engineering and Construction PTY LTD,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/b0b0c1ebdc3f54e3ca258779007d9bc1?OpenDocument,Fresh,21/01/2026 16:06,S&R Engineering and Construction PTY LTD,03 5444 5101,,"6 Nolan Street, EAST BENDIGO VIC 3551",Mr Shaun Finnigan,Director,0417 512 619,"""As Above"", &nbsp",shaun.finnigan@sandr.com.au,,,,,S,,,,,,,
S.H.A.E Enterprises Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/b71e4ed40e74ada6ca25880e001352f8?OpenDocument,Fresh,21/01/2026 16:06,S.H.A.E Enterprises Pty Ltd,,,"12 Neerim Crescent, MITCHELL PARK VIC 3355",Mr Nick Hayes,,0427 805 960,"PO Box 247, WENDOUREE VIC 3355&nbsp",nick@shaeenterprises.com.au,,General Works: Landscaping (G2-LS),,LS,S,,,,,,,
T A Lindsay Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/913871928fbed43bca256d6b0025ca01?OpenDocument,Fresh,21/01/2026 16:06,T A Lindsay Pty Ltd,(03) 5762 4893,(03) 5762 4893,"Goomalibee Road, BENALLA VIC 3672",Mr Tom Lindsay,Director,0418 574 080,"P O Box 296, BENALLA VIC 3672&nbsp",tom.a.lindsay@bigpond.com,,General Works: Guardfence (G2-GF),,GF,T,,,,,,,
Tac Design Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/dca838b6c5e10269ca2573ca001cad8c?OpenDocument,Fresh,21/01/2026 16:07,Tac Design Pty Ltd,(03) 5255 2079,,"52 Somerdale Avenue, OCEAN GROVE VIC 3226",Mr Michael Stirrat,Director,0423 068 198,"""As Above"", &nbsp",stirrat_1@optusnet.com.au,,,,"ROAD, RR, SRSA, TOS, TSD",T,,,,,,,
Tambo Constructions Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/8badd9672f1ead11ca256d0b00172484?OpenDocument,Fresh,21/01/2026 16:07,Tambo Constructions Pty Ltd,(03) 5156 4442,(03) 5156 4688,"87 Swan Reach Road, SWAN REACH VIC 3903",Mr Kevin Whelan,Director,0418 516 488,"""As Above""&nbsp",tamboconstruction@bigpond.com,,,,"B2, F001, R1",T,,,,,,,
Target Zero Traffic**,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/20e92082437ab12aca257d410028de66?OpenDocument,Fresh,21/01/2026 16:07,Mayberry Constructions Pty Ltd,(03) 5940 3111,(03) 5940 3222,"22 Industrial Drive, Pakenham VIC 3810",Mr Clint Mayberry,Director,0419 357 493,"""As Above"", &nbsp",admin@tztraffic.com.au,,,,,T,,,,,,,
Tasman Associates Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/437d901cc2706a22ca257ba200078088?OpenDocument,Fresh,21/01/2026 16:07,Tasman Associates Pty Ltd,(02) 4625 2517,,"2 Innes Street, Campbeltown, NSW 2560",Mr Ken Littlefair,General Manager,0421 197 300,"""As Above"", &nbsp",info@tasmanassociates.com,,,,BI2,T,,,,,,,
Taylors Development Strategists Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/81f626ec7eccf3dfca2586ed00008617?OpenDocument,Fresh,21/01/2026 16:07,Taylors Development Strategists Pty Ltd,(03) 9501 2800,(03) 9501 2844,"8/270 Ferntree Gully Road, NOTTING HILL, VIC 3156",Mr Anthony Emmerson,General Manager - Infrastructure,0404 502 617,"""As Above"", &nbsp",,RR/UR with the condition that design report for DoT-managed road projects is verified by a consultant previously RR/UR prequalified with VicRoads. Taylors can provide three examples of this verification to get condition removed.,,,"H-SIMPLE, ROAD, RR, SH, UR",T,,,,,,,
TBE Project Management Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/1a1414f3db5f7235ca257eff007e79c2?OpenDocument,Fresh,21/01/2026 16:07,TBE Project Management Pty Ltd,(03) 5261 9763,,"44 Eton Road, TORQUAY VIC 3228",Mr Boyd Williams,Director,0456 118 127,"""As Above"", &nbsp",tbeproject@bigpond.com,,,,"COMM, INC, ROAD, SEC, SMW, SRW",T,,,,,,,
TDM Traffic Management**,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/4d6b6ca7b4e791b0ca2587aa000ceab4?OpenDocument,Fresh,21/01/2026 16:07,BGDTDM Pty Ltd,0477 872 077,,"10 Elsum Avenue, BAYSWATER NORTH VIC 3153",Mr Paul Geraghty,General Manager,0403 046 150,"""As Above"", &nbsp",info@tdmtraffic.com.au,,,,,T,,,,,,,
Teleo Design Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/44a44ee6675bbdc9ca2583a200197667?OpenDocument,Fresh,21/01/2026 16:07,Teleo Design Pty Ltd,02 8458 3400,,"17/19-23 Bridge Street, PYMBLE NSW 2073",Mr Eric Hooimeyer,Director,0413 006 174,"""As Above"", &nbsp",info@teleodesign.com.au,,,,"SS, STRUCTURES-SIMPLE",T,,,,,,,
Terraco Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/66582db688009a85ca25723b0020703a?OpenDocument,Fresh,21/01/2026 16:07,Terraco Pty Ltd,(03) 5442 5799,(03) 5441 5506,"24 Jewell Court, BENDIGO VIC 3550",Mr Paul Bowe,Director,0419 761 430,"PO BOX 5507, BENDIGO VIC 3550&nbsp",paul@terraco.com.au,,,,"ROAD, RR",T,,,,,,,
Tetra Tech Coffey Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/9c8ddb8a86ff230bca2588ee00191216?OpenDocument,Fresh,21/01/2026 16:07,Tetra Tech Coffey Pty Ltd,03 9299 7000,,"Level 11, 2 Riverside Quay, , SOUTHBANK VIC 3006",Ms Kathryn Jones,"Victoria, Tasmania & South Australia Operations Manager",0438 385 751,"""As Above"", &nbsp",Kathryn.jones@tetratech.com,,,,"DES, FPD1, FPD2, GT, GT-DES, GT-INV, INV, M1, M2, ND1, ND2, RM1, RM2",T,,,,,,,
TGM Group Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/161a25fc86038dacca2575da0023f062?OpenDocument,Fresh,21/01/2026 16:07,TGM Group Pty Ltd,(03) 8862 9333,(03) 9819 4909,"Level 1, 765 Glenferrie Road, HAWTHORN VIC 3122",Mr Don Parry,Managing Director,0407 367 621,"PO Box 563W, Ballarat West, Vic 3350&nbsp",,,,,"H-SIMPLE, ROAD, RR, SH, SS, STRUCTURES-SIMPLE, UR",T,,,,,,,
The CSE Group Consulting Engineers Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/ab6e1294f33cfbfcca2587a7000f4d12?OpenDocument,Fresh,21/01/2026 16:07,The CSE Group Consulting Engineers Pty Ltd,03 55624930,,",",Mr Scott Trotter,Engineer/Principal,,"""As Above"", &nbsp",scottt@thecsegroup.com.au,,,,"SS, STRUCTURES-SIMPLE",T,,,,,,,
The Graffiti Eaters**,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/92fbb6c308e19374ca257d53007fd09e?OpenDocument,Fresh,21/01/2026 16:07,The Graffiti Eaters Pty Ltd,1300 305 308,1300 305 308,"29 The Concord, BUNDOORA, VIC 3083",Mr Mark Mackenzie,Managing Director,0418 327 317,"""As Above"", &nbsp",managingdirector@graffitieaters.com,,Maintenance: Maintenance Works-Minor (M1); General Works: General Works-Minor (G1),,"M1, WORKS-MINOR",T,,,,,,,
The Traffic Plans Company Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/fc0d2dd428014effca257d30007ca348?OpenDocument,Fresh,21/01/2026 16:07,The Traffic Plans Company Pty Ltd,03 9066 4417,,"22/73 Assembly Drive, DANDENONG SOUTH, VIC 3175",Mr Oguzhan Ozgur,Director,0434 853 166,"""As Above"", &nbsp",oggy@trafficplans.company,,,,,T,,,,,,,
The Tree Doctor (Vic) Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/0e96bbc0c018039fca257c150006a4ac?OpenDocument,Fresh,21/01/2026 16:07,The Tree Doctor (Vic) Pty Ltd,(03) 9782 5755,(03) 8796 3884,"20 - 22 Milne Avenue, SEAFORD, VIC 3198",Mr Barry Chant,Director,0418 381 657,"P O Box 2669, SEAFORD, VIC 3198&nbsp",barry@thetreedoctor.com.au,,,,,T,,,,,,,
The Trustee for Bricker Pipelines Trust**,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/8bf4ce48a06ff13cca258530001e81ad?OpenDocument,Fresh,21/01/2026 16:07,Bricker Pipelines Pty Ltd,03 9708 2731,,"25 Rutherford Road, SEAFORD VIC 3198",Ms Jodie Greenough,Office Manager,0413 604 252,"""As Above"", &nbsp",gavin@brickerpl.com.au,,,,,T,,,,,,,
The University of Adelaide,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/60ef71d3bb379ea3ca25826a0006e157?OpenDocument,Fresh,21/01/2026 16:07,The University of Adelaide,( 08 ) 8313 5997,( 08 ) 8232 4995,"The University of Adelaide, Centre for Automotive Safety Research, North Terrace Campus SA 5005",Ms Leonie Witter,Business Manager,0477 008 071,"""As Above"", &nbsp",leonie@casr.adelaide.edu.au,,,,"DBS, PRS, ROAD",T,,,,,,,
TM Pros**,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/7a2f9ece6f28661aca2588020001ffba?OpenDocument,Fresh,21/01/2026 16:07,Traffic Management Professionals Pty Ltd,,,"8/2a Snow Street, KEILOR PARK VIC 3042",Mr Shannon Rogers,Director,0418 471475,"""As Above"", &nbsp",trafficmanagementpros@gmail.com,,,,,T,,,,,,,
TM Road Maintenance Services Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/1c6d2805bb263fe9ca2583080000677d?OpenDocument,Fresh,21/01/2026 16:07,TM Road Maintenance Services Pty Ltd,,,"1/8 Purton Road, PAKENHAM VIC 3810",Mrs Terina Tukaki-Matthews,Director,0438 898 687,"P O Box 263, OFFICER VIC 3809&nbsp",terina@tmroads.com,,"Maintenance: Maintenance Roadsides (M2-RW), Maintenance Works-Minor (M1); General Works: General Works-Minor (G1), Grass Cutting (G2-GC)",,"GC, M1, M2-RW, RW, WORKS-MINOR",T,,,,,,,
TMP's 2 Go Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/07538dbe70a791fcca258456000c9be6?OpenDocument,Fresh,21/01/2026 16:07,TMP's 2 Go Pty Ltd,,,"27 Banksia Street, MONTROSE VIC 3765",Mrs Nicole Foster,Managing Director,0414 939 070,"""As Above"", &nbsp",tmps2go@gmail.com,,,,,T,,,,,,,
TNM Road Services Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/21bd896c97364cc8ca257f6b001ed51b?OpenDocument,Fresh,21/01/2026 16:07,TNM Road Services Pty Ltd,(03) 9789 0396,(03) 9789 3447,"785 Cranbourne Frankston Road, CRANBOURNE VIC 3977",Mr Tiziano Mattei,Director,,"P O Box 336, CRANBOURNE VIC 3977&nbsp",service@tnmroads.com.au,,,,,T,,,,,,,
Tompsett Asphalt Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/42dec51b5f7edfa2ca2585440002adbb?OpenDocument,Fresh,21/01/2026 16:07,Tompsett Asphalt Pty Ltd,,,"21 Shaftesbury Street, ESSENDON VIC 3040",Mr Matthew Tompsett,Managing Director,0400140955,"""As Above"", &nbsp",matt@tompsettasphalt.com.au,,"Maintenance: Maintenance Pavements (M2-PW), Maintenance Works-Minor (M1); General Works: General Works-Minor (G1)",,"M1, M2-PW, PW, WORKS-MINOR",T,,,,,,,
Tonkin Consulting Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/1169b311fa9e6291ca2584aa007fa996?OpenDocument,Fresh,21/01/2026 16:07,Tonkin Consulting Pty Ltd,+61 3 5021 4486,08 8273 3110,"97 Pine Avenue, MILDURA VIC 3500",Mr Nicholas Firth,Senior Engineer,0424 410 378,"""As Above"", &nbsp",Nicholas.Firth@tonkin.com.au,,,,"FPD1, FPD2, H-SIMPLE, M1, ND1, ND2, PRN, RM1, ROAD, RR, SH, SS, STRUCTURES-SIMPLE, TOS, TSM",T,,,,,,,
Tonkin &amp; Taylor Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/45877ef2e3530d80ca257afc0082c444?OpenDocument,Fresh,21/01/2026 16:07,Tonkin & Taylor Pty Ltd,(03) 9863 8686,,"Level 3, 99 Coventry Street, SOUTHBANK, VIC 3006",Mr Sunny Singh,Senior Associate Pavement,0416 739 611,"""As Above""&nbsp",ssingh@tonkintaylor.com.au,,,,"DES, FPD1, FPD2, FPR, GT, GT-DES, GT-GWH, GT-INV, GWH, INV, M1, M2, M3, M4, ND1, ND2, ND3, RM1, RM2, RM3, RM4, RPD, RPR",T,,,,,,,
Toongabbie Contractors**,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/e53b30bfa986e85bca257b7a0029e9a7?OpenDocument,Fresh,21/01/2026 16:07,Graeme Moore Pty Ltd,(03) 51 924 204,,"2 Dodd Court, TRARALGON VIC 3844",Ms Leeann Moore,Office Manager,0429 924 379,"P O Box 107, GLENGARRY VIC 3854&nbsp",tc@skymesh.com.au,,"Maintenance: Maintenance Bridges (M2-BW), Maintenance Works-Minor (M1); General Works: General Works-Minor (G1)",,"BW, M1, M2-BW, WORKS-MINOR",T,,,,,,,
Toot Traffic Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/4941f437829f8280ca257a8c00083428?OpenDocument,Fresh,21/01/2026 16:07,Toot Traffic Pty Ltd,,,"4/24 HARRINGTON ROAD, Warrnambool Vic, 3280",Mr Chris Keilar,Operations Manager,0488 018 551,"4/24 HARRINGTON ROAD, Warrnambool Vic 3280&nbsp",manager@toottraffic.com.au,,,,,T,,,,,,,
Top Up Traffic**,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/3b5670171b034154ca25873a007f0348?OpenDocument,Fresh,21/01/2026 16:07,Top Up Labour Hire Pty Ltd,03 9769 6938,04 0184 8497,"35 Kookaburra Street, FRANKSTON VIC 3199",Mr Steve Mellech,Managing Director,,"""As Above"", &nbsp",steve@topuplabourhire.com,,,,,T,,,,,,,
Total Property Developments (Vic) Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/c9b173db5afd4dbfca257c2400157b45?OpenDocument,Fresh,21/01/2026 16:07,Total Property Developments (Vic) Pty Ltd,(03) 5443 7977,,"444 Hargreaves Street, BENDIGO VIC 3550",Mr Damien Cranage,Managing Director,0413 383 498,"P O Box 1278, Bendigo, VIC 3550&nbsp",damien@totalpd.com.au,,,,"H-SIMPLE, ROAD, RR, SH, UR",T,,,,,,,
Total Traffic Management**,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/1f08825d47fb69eaca258066001a929e?OpenDocument,Fresh,21/01/2026 16:07,PMBL Pty Ltd,,,"4/5 Kilmarnock Court, HOPPERS CROSSING VIC 3029",Ms Lauren Fisher,Office Admin,0498 666 444,"P O Box 56, WERRIBEE VIC &nbsp",ttm@totaltraffic.com.au,,,,,T,,,,,,,
Towong Shire Council,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/d91dd5c2467ea516ca257f65001a2b35?OpenDocument,Fresh,21/01/2026 16:07,Towong Shire Council,(02) 6071 5100,(02) 6071 2747,"32 Towong Street, TALLANGATTA VIC 3700",Mr Wayne Carter,OHS & Risk Officer,0499 999 605,"P O Box 55, TALLANGATTA VIC 3700&nbsp",info@towong.vic.gov.au,,,,,T,,,,,,,
Tracey Brunstrom &amp; Hammond Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/a17f7be9e69439f1ca258203001559f8?OpenDocument,Fresh,21/01/2026 16:07,Tracey Brunstrom & Hammond Pty Ltd,(03) 8692 9800,(03) 8692 9899,"Lvl 17, 500 Collins Street, MELBOURNE VIC 3000",Mr Jiong Zhu,Director,0411 360 199,"""As Above"", &nbsp",jiongz@tbh.com.au,,,,"CE, COST",T,,,,,,,
Tract Consultants Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/2a0bb2624cef57b3ca256d0a000763bb?OpenDocument,Fresh,21/01/2026 16:07,Tract Consultants Pty Ltd,9429 6133,9429 5925,"195 Lennox Street, Richmond VIC 3121",Mr Deiter Lim,Managing Director / Landscape Architect,0418 599 486,"""As Above""&nbsp",melbourne@tract.net.au,,,,"AND, LVI, PSAD",T,,,,,,,
Tradetech Services (Aust) Pty Ltd,https://webapps.vicroads.vic.gov.au/vrne/prequal.nsf/b5fea222939e6f00ca25783e000334ef/b2616b47ff33851dca257ffb00205aa8?OpenDocument,Fresh,21/01/2026 16:07,Tradetech Services (Aust) Pty Ltd,9440 7500,9440 7600,"10 Water Road, PRESTON VIC 3072",Ms Jane Emmerson,Administration Manager,0418 572 367,"PO Box 2015, IVANHOE EAST 3079&nbsp",admin@tradetechservices.com.au,,General Works: General Works-Minor (G1),Traffic Control Systems Supply & Maintenance; a: STCE 1 - Traffic Control Equipment 1,"STCE, WORKS-MINOR",T,,,,,,,
